MIRICO/SHELL project - Processed LDS file generated on
Mon May 08 21:00:06 2017
Time stamp for record start
05/08/2017  16:28:17.0000
Nb of points in the record
         614
Beam position index
       5.0000000
Beam angle (degrees)
       8.5500000
Open Path length (m)
       41.505000
****************** Temporal data record ************************
Elapsed time   Temp   Press   Humidity   Wind X   Wind Y   Wind Z   Speed of sound   CH4 vmr   CH4 vmr error  
Seconds   Kelvin   Pa   ppmv   m/s   m/s   m/s   m/s   ppmv   ppmv  
       1134.0000       286.25000       101650.64       8465.0001      -2.5062500       1.2460000     -0.25550000       338.99700     0.016488726   0.00021295380
       1137.0000       286.25000       101650.64       8480.0828      -2.4430000     -0.16525000     0.032500000       338.63400      0.91555483     0.014400217
       1140.0000       286.25000       101631.64       8481.6814      -2.3102500      0.55725000   -0.0045000000       338.84400     -0.45503949   -0.0053850506
       1144.0000       286.25000       101631.64       8496.7674      -2.3205000      0.84450010     -0.77450000       338.70800      0.86986344     0.010972900
       1147.0000       286.15000       101631.64       8455.9011      -2.1930000      0.96775010     -0.12400000       339.04100     0.096135592    0.0013740385
       1150.0000       286.25000       101631.64       8511.8538      -2.3105000       1.1910000     -0.14175000       339.00700       2.2545525     0.030087630
       1154.0000       286.15000       101631.64       8425.9287      -1.6672500     -0.17525000     0.056000000       338.99500      0.51998648    0.0055400139
       1157.0000       286.25000       101631.64       8481.6814     -0.89425000      0.70625000     -0.28725000       338.86300       1.6013689     0.019031064
       1160.0000       286.25000       101612.54       8483.2891      -3.3425000      0.42350000     -0.26975000       338.75500     -0.60687067   -0.0075630557
       1164.0000       286.15000       101631.64       8425.9287      -3.4100000       1.9312500      0.14575000       338.81600       2.5897364     0.033777735
       1167.0000       286.15000       101650.64       8424.3407      -3.8350000       2.2980000    -0.074250010       338.69800    -0.080641236   -0.0011458167
       1170.0000       286.15000       101631.64       8425.9287      -3.8635000      0.58050000     0.049750000       338.64400       1.2469189     0.016861308
       1174.0000       286.25000       101631.64       8496.7674      -4.5395000       1.4300000      -1.0870000       338.75500      -1.5894038    -0.019747205
       1177.0000       286.25000       101631.64       8496.7674      -3.9160000       1.1850000     -0.49850000       338.67600     0.035845253   0.00057035352
       1180.0000       286.15000       101650.64       8424.3407      -2.4365000      0.62950000    -0.064250000       338.74800     -0.63720714   -0.0088862638
       1184.0000       286.25000       101631.64       8466.5959      -3.6245000      0.66950010     -0.11950000       338.41200      0.37096791    0.0054337820
       1187.0000       286.15000       101631.64       8395.9581      -2.9795000       1.1280000      0.24100000       338.55100     -0.99024206    -0.019107615
       1190.0000       286.25000       101650.64       8449.9179      -2.2942500       1.2002500     0.087750000       338.66800     -0.34341483   -0.0053126579
       1194.0000       286.15000       101631.64       8365.9892      -3.1220000      0.46875000      0.43300000       338.78300      0.35245706    0.0064335764
       1197.0000       286.15000       101631.64       8351.0055      -3.4567500       2.2955000      0.15400000       338.83500      0.97742840     0.011490050
       1200.0000       286.45000       101631.64       8517.7393      -3.4152500     -0.31850000     -0.28675000       338.68700      0.27600849    0.0044181570
       1204.0000       286.15000       101612.54       8352.5882      -3.0697500       1.1012500      0.15375000       338.59400      -1.5544511    -0.019592583
       1207.0000       286.15000       101631.64       8365.9892      -2.1865000     0.046500000      0.26900000       338.67000      0.13933965    0.0020220287
       1210.0000       286.15000       101631.64       8351.0055      -2.9095000       1.8520000      0.53800000       338.92500      0.47136049    0.0069769612
       1213.0000       286.25000       101650.64       8404.6740      -3.2045000       1.5597500     -0.40075000       338.69700    -0.014405388  -0.00033867779
       1217.0000       286.25000       101612.54       8407.8516      -2.5662500       2.0945000      0.55400000       338.76600       4.1751040     0.067320883
       1220.0000       286.15000       101650.64       8334.4512      -3.1367500      0.74375000      0.33650000       338.90400     -0.57154195    -0.011608210
       1223.0000       286.25000       101631.64       8376.0922      -5.0472500      0.77175000     -0.39150000       338.66000     -0.16471063   -0.0021674858
       1227.0000       286.15000       101631.64       8321.0393      -5.7342500       1.8695000     -0.62425010       338.58300      0.20864120    0.0040824835
       1230.0000       286.15000       101631.64       8321.0393      -6.4667500      0.79625000     -0.21275000       338.50700    -0.080895662   -0.0010459245
       1233.0000       286.45000       101631.64       8502.4543      -4.7227500      0.76275000     -0.36500000       338.46600       1.9674114     0.030185965
       1237.0000       286.15000       101631.64       8336.0222      -3.2207500      0.45350000      0.15175000       338.47100       3.0746235     0.036410938
       1240.0000       286.15000       101650.64       8319.4712      -2.7105000      0.19700000     0.091250000       338.71900     -0.96742527    -0.012950312
       1243.0000       286.15000       101650.64       8319.4712      -2.4122500      0.39625000      0.30200000       338.74300      -1.5850767    -0.021199996
       1247.0000       286.15000       101631.64       8336.0222      -2.1100000      0.77050010     -0.21800000       338.66600    -0.032067003  -0.00038431480
       1250.0000       286.15000       101631.64       8336.0222      -3.1065000      0.50850000     -0.19875000       338.73600       1.6042318     0.017998806
       1253.0000       286.15000       101631.64       8336.0222      -3.3632500       1.2952500      0.15675000       338.53700     -0.89563881   -0.0093816973
       1257.0000       285.95000       101650.64       8239.9139      -3.7635000      0.96975000     -0.14125000       338.72400     -0.57522983   -0.0087043995
       1260.0000       286.45000       101631.64       8502.4543      -2.4212500       1.2882500      0.66325000       338.77000       1.1909933     0.016603024
       1263.0000       286.25000       101650.64       8389.5936      -1.8695000       1.0210000      0.30025000       338.76200       1.5657045     0.027880424
       1267.0000       286.05000       101631.64       8296.0756      -2.6875000      0.73475000     -0.31950000       338.69000      0.17653078    0.0028144705
       1270.0000       286.05000       101631.64       8281.1916      -2.0545000      0.76800000     -0.12325000       338.85800       3.0567187     0.060163513
       1273.0000       286.05000       101631.64       8296.0756      -3.2135000      0.34500000      0.18050000       338.90300      0.96573386     0.014155758
       1277.0000       286.15000       101650.64       8349.4317      -2.6492500       1.1845000     0.063500000       338.71400      0.77933768     0.011223238
       1280.0000       286.05000       101631.64       8281.1916      -3.5180000      0.97675010     -0.27150000       338.64800       1.4949501     0.025635200
       1283.0000       286.05000       101650.64       8294.5122      -1.9240000      0.85925010      0.54950000       338.75900       1.7417819     0.029376936
       1287.0000       286.45000       101650.64       8516.1338      -2.4627500      0.54250000    -0.087250000       338.73200       2.1919947     0.024368431
       1290.0000       286.05000       101650.64       8309.3937      -2.7702500      0.38525000     -0.13450000       338.53800       1.6202632     0.018923643
       1293.0000       286.05000       101631.64       8325.8448      -2.0110000      0.94375000     -0.15450000       338.81800       1.3138179     0.038204389
       1297.0000       286.05000       101650.64       8339.1582      -1.7332500       1.0115000      0.50775000       338.85100      -1.5736929   -0.0074488490
       1300.0000       286.05000       101650.64       8368.9244      -3.1825000       1.4282500     -0.49700000       338.78900      -6.3414384    -0.032954649
       1303.0000       286.15000       101631.64       8455.9011      -2.6110000       1.8747500      0.45400000       338.77400      -5.0514240    -0.038281992
       1307.0000       285.95000       101631.64       8344.9752     -0.93925010       1.1257500     -0.10825000       338.96200      -5.0716964    -0.019178450
       1310.0000       285.95000       101631.64       8359.7639      -1.2495000      0.62200000      0.33950000       338.86400     -0.97301864   -0.0059156691
       1313.0000       285.95000       101650.64       8372.9747      -2.0502500       1.0470000     -0.29275000       338.65600       1.3323375     0.034857375
       1317.0000       285.95000       101631.64       8389.3425      -1.8612500    -0.029750000      0.55275010       338.86400     -0.56926849   -0.0089649679
